















Bisharp, Meowstic, Conkeldurr, Primarina, Dragapult, Dusclops
Hatterene, Indeedee-F, Rhyperior, Torkoal, Dusclops, Shiinotic
Indeedee-F, Hatterene, Hitmontop, Snorlax, Butterfree, Lapras
Dracovish, Gyarados, Grimmsnarl, Hatterene, Oranguru, Gengar
Indeedee-F, Dusclops, Rhyperior, Hatterene, Torkoal, Venusaur
Mantine, Hatterene, Indeedee-F, Lapras, Aegislash, Conkeldurr
Dracozolt, Whimsicott, Mimikyu, Braviary, Arcanine, Persian-Alola
Togekiss, Blastoise, Hitmontop, Excadrill, Tyranitar, Gastrodon-East
Conkeldurr, Lapras, Dusclops, Dracozolt, Dragapult, Arcanine
Dragapult, Toxtricity-Low-Key, Seaking, Hatterene, Snorlax, Mudsdale
Arcanine, Gyarados, Gastrodon, Durant, Mudsdale, Grimmsnarl
Bisharp, Kommo-o, Snorlax, Whimsicott, Milotic, Ferrothorn
Indeedee-F, Hatterene, Hitmontop, Snorlax, Butterfree, Lapras
Togekiss, Dragapult, Excadrill, Tyranitar, Arcanine, Gastrodon-East
Duraludon, Togekiss, Toxtricity, Hitmontop, Snorlax, Hydreigon
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Ludicolo, Primarina, Incineroar, Snorlax, Excadrill, Togekiss
Dragapult, Coalossal, Conkeldurr, Dusclops, Togekiss, Gastrodon
Venusaur, Primarina, Dusclops, Arcanine, Dragapult, Tyranitar
Excadrill, Tyranitar, Togekiss, Primarina, Dusclops, Chandelure
Durant, Gothitelle, Tyranitar, Sylveon, Milotic, Arcanine
Hawlucha, Indeedee-F, Durant, Whimsicott, Chandelure, Dracovish
Hitmontop, Togekiss, Tyranitar, Gastrodon-East, Mimikyu, Arcanine
Toxtricity, Bisharp, Blastoise, Decidueye, Turtonator, Malamar
Indeedee-F, Hatterene, Hitmontop, Snorlax, Butterfree, Lapras
Grimmsnarl, Sylveon, Pelipper, Seismitoad, Arcanine, Goodra
Tyranitar, Excadrill, Togekiss, Dragapult, Rotom-Wash, Grimmsnarl
Mamoswine, Whimsicott, Chandelure, Conkeldurr, Dracozolt, Rotom-Wash
Togekiss, Darmanitan-Galar, Indeedee-F, Rotom-Wash, Raichu, Whimsicott
Arcanine, Conkeldurr, Gardevoir, Excadrill, Tyranitar, Gastrodon
Gyarados, Tyranitar, Ferrothorn, Pikachu, Arcanine, Excadrill
Conkeldurr, Primarina, Incineroar, Togekiss, Excadrill, Rotom-Wash
Grimmsnarl, Dragapult, Durant, Dusclops, Milotic, Sirfetch'd
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Milotic, Excadrill, Clefairy, Sirfetch'd, Arcanine, Togekiss
Decidueye, Lapras, Galvantula, Togekiss, Dracozolt, Mamoswine
Torkoal, Bellossom, Whimsicott, Heliolisk, Dusclops, Sirfetch'd
Araquanid, Rhyperior, Togekiss, Arcanine, Flapple, Togedemaru
Salazzle, Swoobat, Vanilluxe, Corviknight, Mimikyu, Gigalith
Charizard, Whimsicott, Jellicent, Duraludon, Conkeldurr, Togekiss
Ludicolo, Tsareena, Roserade, Ferrothorn, Venusaur, Shiinotic
Duraludon, Togekiss, Toxtricity, Hitmontop, Snorlax, Hydreigon
Dragapult, Milotic, Dusclops, Arcanine, Mimikyu, Ferrothorn
Indeedee-F, Hatterene, Hitmontop, Snorlax, Butterfree, Lapras
Indeedee-F, Dusclops, Rhyperior, Hatterene, Torkoal, Venusaur
Dragapult, Excadrill, Sylveon, Arcanine, Rotom-Wash, Hitmonlee
Dusclops, Rhyperior, Hatterene, Indeedee-F, Butterfree, Torkoal
Arcanine, Dragapult, Primarina, Tyranitar, Dusclops, Ferrothorn
Mimikyu, Weezing-Galar, Blastoise, Ditto, Grimmsnarl, Togetic
Dragapult, Incineroar, Rotom-Wash, Togekiss, Whimsicott, Conkeldurr
Dragapult, Rotom-Wash, Excadrill, Clefairy, Togekiss, Incineroar
Decidueye, Lapras, Galvantula, Togekiss, Dracozolt, Mamoswine
Hawlucha, Indeedee-F, Dragapult, Ferrothorn, Chandelure, Gastrodon-East
Weezing-Galar, Flygon, Togekiss, Dusclops, Conkeldurr, Primarina
Flapple, Whimsicott, Arcanine, Corviknight, Umbreon, Goodra
Togekiss, Arcanine, Dragapult, Rotom-Wash, Gothitelle, Stonjourner
Centiskorch, Aromatisse, Ninetales, Gastrodon, Duosion, Rhyperior
Charizard, Torkoal, Togekiss, Durant, Whimsicott, Incineroar
Pikachu, Togekiss, Excadrill, Lapras, Incineroar, Conkeldurr
Grimmsnarl, Dusclops, Coalossal, Corviknight, Gastrodon, Dragapult
Indeedee-F, Hatterene, Hitmontop, Snorlax, Butterfree, Lapras
Gengar, Kommo-o, Clefairy, Incineroar, Excadrill, Whimsicott
Blastoise, Indeedee-F, Togekiss, Ferrothorn, Incineroar, Dragapult
Rotom-Wash, Dusclops, Togekiss, Dragapult, Incineroar, Ferrothorn
Durant, Milotic, Chandelure, Conkeldurr, Whimsicott, Togekiss
Rotom-Wash, Dusclops, Togekiss, Dragapult, Incineroar, Ferrothorn
Durant, Milotic, Chandelure, Conkeldurr, Whimsicott, Togekiss
Dusclops, Mimikyu, Dragapult, Arcanine, Ferrothorn, Primarina
Dragapult, Togekiss, Bisharp, Conkeldurr, Rotom-Wash, Incineroar
Centiskorch, Aromatisse, Ninetales, Trevenant, Duosion, Rhyperior
Mimikyu, Rhyperior, Incineroar, Conkeldurr, Avalugg, Toxtricity-Low-Key
Dusclops, Rhyperior, Togekiss, Indeedee-F, Hatterene, Goodra
Venusaur, Snorlax, Torkoal, Jellicent, Vikavolt, Indeedee-F
Arcanine, Dragapult, Hitmontop, Ludicolo, Togekiss, Ferrothorn
Mudsdale, Incineroar, Grimmsnarl, Primarina, Mimikyu, Dragapult
Arcanine, Dragapult, Hitmontop, Ludicolo, Togekiss, Ferrothorn
Mudsdale, Incineroar, Grimmsnarl, Primarina, Mimikyu, Dragapult
Arcanine, Dragapult, Hitmontop, Ludicolo, Togekiss, Ferrothorn
Mudsdale, Incineroar, Grimmsnarl, Primarina, Mimikyu, Dragapult
Whimsicott, Gallade, Tyranitar, Excadrill, Charizard, Duraludon
Togekiss, Darmanitan-Galar, Dracozolt, Whimsicott, Passimian, Duraludon
Gengar, Kommo-o, Clefairy, Incineroar, Excadrill, Whimsicott
Blastoise, Indeedee-F, Togekiss, Ferrothorn, Incineroar, Dragapult
Primarina, Darmanitan-Galar, Whimsicott, Haxorus, Incineroar, Bronzong
Dusclops, Gastrodon-East, Indeedee-F, Rhyperior, Hatterene, Milotic
Charizard, Ninetales, Clefairy, Tsareena, Lucario, Heliolisk
Aegislash, Rillaboom, Pelipper, Dracovish, Clefable
Persian-Alola, Primarina, Coalossal, Sylveon, Dragapult, Toxtricity-Low-Key
Centiskorch, Aromatisse, Ninetales, Trevenant, Duosion, Rhyperior
Milotic, Mimikyu, Rotom-Wash, Incineroar, Mudsdale, Grimmsnarl
Mudsdale, Grimmsnarl, Dusclops, Hatterene, Raichu, Inteleon
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Incineroar, Lapras, Togekiss, Excadrill, Raichu, Roserade
Whimsicott, Darmanitan-Galar, Chandelure, Lapras, Ferrothorn, Tyranitar
Dusclops, Primarina, Ferrothorn, Tyranitar, Dragapult, Togekiss
Togekiss, Duraludon, Rillaboom, Whimsicott, Chandelure, Primarina
Lapras, Dusclops, Rhyperior, Conkeldurr, Sylveon, Incineroar
Gothitelle, Durant, Milotic, Tyranitar, Sylveon, Torracat
Copperajah, Dusclops, Conkeldurr, Indeedee-F, Hatterene, Torkoal
Tyranitar, Excadrill, Togekiss, Dragapult, Incineroar, Rotom-Wash
Gastrodon-East, Excadrill, Togekiss, Tyranitar, Dragapult, Rotom-Mow
Dusclops, Primarina, Dragapult, Togekiss, Incineroar, Tyranitar
Primarina, Arcanine, Ferrothorn, Raichu, Dusclops, Gigalith
Tyranitar, Corviknight, Excadrill, Rotom-Mow, Kommo-o, Gyarados
Clefairy, Incineroar, Kingler, Duraludon, Gothitelle, Snorlax
Centiskorch, Aromatisse, Ninetales, Trevenant, Duosion, Rhyperior
Whimsicott, Lucario, Excadrill, Tyranitar, Togekiss, Gardevoir
Mimikyu, Weezing-Galar, Blastoise, Ditto, Grimmsnarl, Togetic
Togekiss, Darmanitan-Galar, Indeedee-F, Rotom-Wash, Raichu, Whimsicott
Diggersby, Clefairy, Milotic, Rillaboom, Chandelure, Corviknight
Dusclops, Mimikyu, Dragapult, Arcanine, Ferrothorn, Primarina
Duraludon, Togekiss, Mimikyu, Whimsicott, Goodra, Excadrill
Lapras, Dusclops, Rhyperior, Conkeldurr, Sylveon, Incineroar
Gastrodon-East, Excadrill, Togekiss, Tyranitar, Dragapult, Rotom-Mow
Venusaur, Primarina, Dusclops, Arcanine, Dragapult, Tyranitar
Centiskorch, Aromatisse, Ninetales, Trevenant, Duosion, Rhyperior
Haxorus, Whimsicott, Incineroar, Braviary, Rotom-Mow, Tyranitar
Togekiss, Dragapult, Excadrill, Tyranitar, Ferrothorn, Butterfree
Torkoal, Snorlax, Mimikyu, Sirfetch'd, Togekiss, Dragapult
Togekiss, Incineroar, Silvally-*, Type: Null, Duraludon, Inteleon
Lapras, Dragapult, Togekiss, Grimmsnarl, Lucario, Ditto
Gengar, Hitmontop, Rhyperior, Duraludon, Whimsicott, Togekiss
Excadrill, Persian-Alola, Dracozolt, Primarina, Whimsicott, Chandelure
Excadrill, Tyranitar, Primarina, Dusclops, Togekiss, Chandelure
Grimmsnarl, Sylveon, Pelipper, Seismitoad, Arcanine, Indeedee-F
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Braviary, Ferrothorn, Primarina, Mimikyu, Tyranitar, Rotom-Heat
Dusclops, Primarina, Ferrothorn, Arcanine, Dragapult, Sableye
Milotic, Durant, Grimmsnarl, Dusclops, Sirfetch'd, Salazzle
Charizard, Torkoal, Dusclops, Rhyperior, Venusaur, Darmanitan-Galar
Togekiss, Corviknight, Tyranitar, Excadrill, Gastrodon, Arcanine
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Stonjourner, Dragapult, Mimikyu, Rotom-Wash, Togekiss, Incineroar
Lucario, Whimsicott, Charizard, Togekiss, Jolteon, Mr. Mime-Galar
Conkeldurr, Incineroar, Sylveon, Whimsicott, Pelipper, Frosmoth
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Hatterene, Indeedee-F, Dusclops, Conkeldurr, Rhyperior, Torkoal
Dusclops, Darmanitan-Galar, Inteleon, Sylveon, Araquanid, Indeedee-F
Whimsicott, Duraludon, Incineroar, Milotic, Charizard, Conkeldurr
Togekiss, Dragapult, Excadrill, Tyranitar, Ferrothorn, Butterfree
Dusclops, Mimikyu, Dragapult, Arcanine, Ferrothorn, Primarina
Gyarados, Togedemaru, Excadrill, Braviary, Duraludon, Weezing-Galar
Centiskorch, Aromatisse, Ninetales, Trevenant, Duosion, Rhyperior
Lapras, Raichu, Togekiss, Corviknight, Dusclops, Arcanine
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Mimikyu, Togekiss, Blastoise, Ditto, Grimmsnarl, Togetic
Malamar, Lapras, Bronzong, Rotom-Heat, Togekiss, Excadrill
Dusclops, Braviary, Dracovish, Arcanine, Mudsdale, Appletun
Conkeldurr, Togekiss, Tyranitar, Excadrill, Milotic, Grimmsnarl
Lapras, Sableye, Pelipper, Ferrothorn, Ludicolo, Toxicroak
Whimsicott, Lapras, Gothitelle, Braviary, Tyranitar, Incineroar
Braviary, Ferrothorn, Primarina, Mimikyu, Tyranitar, Rotom-Heat
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Ninetales, Torracat, Venusaur, Whimsicott, Aegislash, Machamp
Centiskorch, Aromatisse, Ninetales, Trevenant, Duosion, Rhyperior
Dusclops, Inteleon, Coalossal, Whimsicott, Conkeldurr, Bisharp
Whimsicott, Dracovish, Gengar, Gardevoir, Duraludon, Hitmontop
Incineroar, Mimikyu, Darmanitan-Galar, Primarina, Dusclops, Ferrothorn
Rotom-Wash, Dragapult, Tyranitar, Incineroar, Togekiss, Venusaur
Golisopod, Escavalier, Dusclops, Hatterene, Conkeldurr, Snorlax
Gyarados, Togedemaru, Excadrill, Braviary, Duraludon, Weezing-Galar
Excadrill, Reuniclus, Rotom-Wash, Sirfetch'd, Togekiss, Tyranitar
Venusaur, Primarina, Dusclops, Arcanine, Dragapult, Tyranitar
Shiinotic, Dusclops, Togekiss, Dubwool, Conkeldurr, Polteageist
Lapras, Sylveon, Chandelure, Malamar, Whimsicott, Diggersby
Incineroar, Mimikyu, Darmanitan-Galar, Primarina, Dusclops, Ferrothorn
Rotom-Wash, Dragapult, Tyranitar, Incineroar, Togekiss, Venusaur
Cursola, Dusclops, Conkeldurr, Togekiss, Incineroar, Darmanitan-Galar
Lapras, Conkeldurr, Gothitelle, Incineroar, Passimian, Corviknight
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Tyranitar, Excadrill, Lucario, Gastrodon, Duraludon, Corviknight
Togekiss, Dusclops, Conkeldurr, Dragapult, Rhyperior, Sableye
Tyranitar, Excadrill, Milotic, Flapple, Clefable, Arcanine
Gastrodon-East, Gyarados, Abomasnow, Rotom-Frost, Dragapult, Conkeldurr
Sylveon, Hawlucha, Milotic, Incineroar, Raichu, Venusaur
Chandelure, Whimsicott, Duraludon, Milotic, Conkeldurr, Tyranitar
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Dusclops, Darmanitan-Galar, Inteleon, Sylveon, Araquanid, Indeedee-F
Excadrill, Dragapult, Togekiss, Tyranitar, Rotom-Wash, Incineroar
Gyarados, Milotic, Pikachu, Whimsicott, Incineroar, Duraludon
Claydol, Indeedee-F, Conkeldurr, Braviary, Ninetales-Alola, Crustle
Dusclops, Venusaur, Rhyperior, Torkoal, Indeedee-F, Charizard
Charizard, Torkoal, Gastrodon-East, Rhyperior, Venusaur, Dusclops
Snorlax, Chandelure, Excadrill, Togekiss, Gyarados, Dragapult
Pikachu, Gyarados, Charizard, Aegislash, Grimmsnarl, Roserade
Dusclops, Venusaur, Rhyperior, Torkoal, Indeedee-F, Charizard
Charizard, Torkoal, Gastrodon-East, Rhyperior, Venusaur, Dusclops
Arctozolt, Raichu, Malamar, Dusclops, Togekiss, Rotom-Wash
Obstagoon, Noivern, Duraludon, Indeedee-F, Arcanine, Dragapult
Milotic, Arcanine, Grimmsnarl, Whimsicott, Duraludon, Conkeldurr
Avalugg, Torkoal, Falinks, Oranguru, Dhelmise, Crawdaunt
Conkeldurr, Togekiss, Tyranitar, Excadrill, Milotic, Grimmsnarl
Drifblim, Milotic, Arcanine, Mimikyu, Excadrill, Ferrothorn
Kommo-o, Linoone, Sylveon, Ditto, Diggersby, Runerigus
Clefable, Primarina, Gengar, Lapras, Gothitelle, Conkeldurr
Dragapult, Ludicolo, Pelipper, Incineroar, Mimikyu, Togekiss
Venusaur, Torkoal, Corviknight, Hawlucha, Sylveon, Charizard
Milotic, Hatterene, Conkeldurr, Dusclops, Ferrothorn, Indeedee-F
Togekiss, Rhyperior, Torkoal, Venusaur, Dusclops, Conkeldurr
Dragapult, Togekiss, Excadrill, Coalossal, Rotom-Wash, Conkeldurr
Blastoise, Charizard, Tsareena, Excadrill, Tyranitar, Togekiss
Chandelure, Whimsicott, Duraludon, Milotic, Conkeldurr, Tyranitar
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Conkeldurr, Milotic, Arcanine, Sylveon, Gothitelle, Dragapult
Dusclops, Darmanitan-Galar, Inteleon, Sylveon, Araquanid, Indeedee-F
Goodra, Alcremie, Chandelure, Grimmsnarl, Hydreigon, Sylveon
Lapras, Dusclops, Togekiss, Excadrill, Incineroar, Rotom-Mow
Dusclops, Incineroar, Rhyperior, Clefable, Glaceon, Jellicent
Coalossal, Dragapult, Gastrodon, Conkeldurr, Togekiss, Dusclops
Dragapult, Coalossal, Venusaur, Gastrodon-East, Gyarados, Raichu
Excadrill, Sneasel, Grimmsnarl, Milotic, Raichu, Arcanine
Haxorus, Whimsicott, Braviary, Rotom-Mow, Incineroar, Tyranitar
Whimsicott, Braviary, Duraludon, Dracozolt, Lapras, Arcanine
Mandibuzz, Sylveon, Espeon, Excadrill, Ludicolo, Sableye
Avalugg, Torkoal, Falinks, Oranguru, Dhelmise, Crawdaunt
Dragapult, Ninetales, Charizard, Stonjourner, Leafeon, Gastrodon-East
Reuniclus, Indeedee-F, Snorlax, Duraludon, Milotic, Mimikyu
Dragapult, Hawlucha, Sylveon, Dracovish, Centiskorch, Flygon
Blastoise, Tyranitar, Grimmsnarl, Primarina, Hitmontop, Corviknight
Darmanitan-Galar, Indeedee-F, Pelipper, Ludicolo, Pikachu, Dusclops
Gastrodon-East, Bronzong, Coalossal, Blastoise, Hydreigon, Rotom-Mow
Lapras, Dusclops, Togekiss, Excadrill, Incineroar, Rotom-Mow
Venusaur, Primarina, Dusclops, Arcanine, Dragapult, Tyranitar
Togedemaru, Incineroar, Togekiss, Ribombee, Machamp, Gengar
Sableye, Milotic, Indeedee-F, Salazzle, Escavalier, Mimikyu
Sableye, Dusknoir, Polteageist, Dragapult, Jellicent, Mimikyu
Dragapult, Excadrill, Togekiss, Primarina, Incineroar, Mimikyu
Machamp, Togekiss, Rotom-Wash, Tyranitar, Indeedee, Whimsicott
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Gyarados, Milotic, Pikachu, Whimsicott, Incineroar, Duraludon
Dragapult, Milotic, Incineroar, Sylveon, Mimikyu, Tsareena
Incineroar, Rotom-Wash, Venusaur, Conkeldurr, Dragapult, Togekiss
Sableye, Milotic, Indeedee-F, Salazzle, Escavalier, Mimikyu
Grimmsnarl, Dragapult, Arcanine, Dusclops, Sylveon, Conkeldurr
Charizard, Diggersby, Corviknight, Torkoal, Venusaur, Dusclops
Dusclops, Darmanitan-Galar, Inteleon, Sylveon, Araquanid, Indeedee-F
Lapras, Incineroar, Conkeldurr, Dracozolt, Mimikyu, Aegislash
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Rhyperior, Durant, Reuniclus, Mimikyu, Arcanine, Milotic
Primarina, Torkoal, Dusclops, Venusaur, Conkeldurr, Tyranitar
Charizard, Venusaur, Torkoal, Dusclops, Tyranitar, Togekiss
Liepard, Durant, Conkeldurr, Hippowdon, Toxtricity, Arcanine
Orbeetle, Milotic, Ninetales, Venusaur, Lapras, Raichu
Dragapult, Togekiss, Excadrill, Coalossal, Rotom-Wash, Conkeldurr
Ninetales-Alola, Indeedee, Primarina, Hawlucha, Duraludon, Arcanine
Dragapult, Togekiss, Arcanine, Milotic, Excadrill, Pikachu
Butterfree, Dusclops, Hatterene, Torkoal, Rhyperior, Indeedee-F
Excadrill, Tyranitar, Indeedee-F, Grimmsnarl, Gyarados, Raichu
Sableye, Gengar, Polteageist, Dragapult, Jellicent, Mimikyu
Dusclops, Primarina, Ferrothorn, Tyranitar, Mimikyu, Incineroar
Cinderace, Primarina, Decidueye, Pikachu, Togetic, Riolu
Incineroar, Charizard, Torkoal, Lapras, Venusaur, Raichu
Togekiss, Excadrill, Umbreon, Ninetales, Venusaur, Blastoise
Pikachu, Coalossal, Ludicolo, Pelipper, Ferrothorn, Meowstic
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Dragapult, Ninetales, Charizard, Stonjourner, Leafeon, Gastrodon-East
Dusclops, Incineroar, Rhyperior, Clefable, Glaceon, Jellicent
Rhyperior, Dusclops, Togekiss, Dragapult, Sylveon, Conkeldurr
Gengar, Hawlucha, Lapras, Dhelmise, Incineroar, Mudsdale
Dragapult, Toxtricity, Conkeldurr, Grimmsnarl, Rotom-Heat, Gastrodon-East
Rotom-Heat, Dragapult, Corviknight, Gastrodon, Indeedee-F, Hitmontop
Dusclops, Hatterene, Appletun, Venusaur, Corviknight, Dracovish
Sableye, Milotic, Indeedee-F, Salazzle, Escavalier, Mimikyu
Dragapult, Togekiss, Excadrill, Coalossal, Rotom-Wash, Conkeldurr
Rotom-Wash, Togekiss, Incineroar, Excadrill, Dragapult, Venusaur
Grimmsnarl, Decidueye, Obstagoon, Weezing-Galar, Rhyperior, Togekiss
Inteleon, Silvally-*, Dracovish, Dracozolt, Milotic, Rhyperior
Tyranitar, Excadrill, Dusclops, Incineroar, Togekiss, Primarina
Hydreigon, Milotic, Whimsicott, Chandelure, Toxtricity, Durant
Tyranitar, Excadrill, Gyarados, Rotom-Heat, Falinks, Indeedee-F
Eiscue, Ninetales-Alola, Indeedee-F, Goodra, Corviknight, Rotom-Wash
Tyranitar, Excadrill, Dusclops, Incineroar, Togekiss, Primarina
Hydreigon, Milotic, Whimsicott, Chandelure, Toxtricity, Durant
Togekiss, Vanilluxe, Excadrill, Gyarados, Sylveon, Torkoal
Dusclops, Tyranitar, Goodra, Excadrill, Indeedee-F, Torkoal
Venusaur, Torkoal, Coalossal, Arcanine, Whimsicott, Dragapult
Excadrill, Tyranitar, Incineroar, Dragapult, Togekiss, Rotom-Wash
Dragapult, Excadrill, Sylveon, Arcanine, Rotom-Wash, Hitmonlee
Venusaur, Primarina, Chandelure, Dracozolt, Sableye, Mamoswine
Machamp, Togekiss, Mimikyu, Sirfetch'd, Blastoise, Dusclops
Whimsicott, Rhyperior, Gengar, Clefable, Conkeldurr, Incineroar
Lapras, Togekiss, Excadrill, Gothitelle, Gengar, Incineroar
Lapras, Rapidash-Galar, Incineroar, Dracozolt, Whimsicott, Dracovish
Arcanine, Lapras, Whimsicott, Dragapult, Venusaur, Indeedee-F
Sableye, Milotic, Indeedee-F, Salazzle, Escavalier, Mimikyu
Liepard, Durant, Conkeldurr, Hippowdon, Toxtricity, Arcanine
Dragapult, Ninetales, Charizard, Stonjourner, Leafeon, Gastrodon-East
Dusclops, Incineroar, Rhyperior, Clefable, Glaceon, Jellicent
Venusaur, Torkoal, Coalossal, Arcanine, Whimsicott, Dragapult
Excadrill, Ferrothorn, Primarina, Dusclops, Tyranitar, Togekiss
Charizard, Diggersby, Corviknight, Torkoal, Venusaur, Dusclops
Whimsicott, Duraludon, Incineroar, Milotic, Charizard, Conkeldurr
Inteleon, Silvally-*, Dracovish, Dracozolt, Milotic, Rhyperior
Persian-Alola, Primarina, Coalossal, Sylveon, Dragapult, Toxtricity-Low-Key
Dragapult, Togekiss, Arcanine, Excadrill, Tyranitar, Rotom-Wash
Dragapult, Corviknight, Lapras, Incineroar, Whimsicott, Weezing-Galar
Venusaur, Ninetales, Mimikyu, Diggersby, Togekiss, Milotic
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Froslass, Hydreigon, Ninetales, Venusaur, Togekiss, Barraskewda
Gyarados, Milotic, Pikachu, Whimsicott, Incineroar, Duraludon
Dusclops, Conkeldurr, Incineroar, Raichu, Togekiss, Lapras
Inteleon, Vespiquen, Coalossal, Tsareena, Boltund, Thievul
Pikachu, Grimmsnarl, Conkeldurr, Togekiss, Ninetales, Gastrodon
Rhyperior, Hatterene, Indeedee-F, Torkoal, Dracozolt, Mimikyu
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Togedemaru, Braviary, Clefairy, Rhyperior, Milotic, Chandelure
Dusclops, Incineroar, Rhyperior, Clefable, Glaceon, Jellicent
Whimsicott, Duraludon, Incineroar, Milotic, Charizard, Conkeldurr
Ludicolo, Dusclops, Rotom-Wash, Blastoise, Dracovish, Basculin
Dragapult, Mimikyu, Togekiss, Tyranitar, Rotom-Wash, Arcanine
Primarina, Whimsicott, Dracozolt, Togekiss, Mudsdale, Incineroar
Venusaur, Ninetales, Mimikyu, Diggersby, Togekiss, Milotic
Mimikyu, Passimian, Raichu, Togekiss, Excadrill, Charizard
Dhelmise, Indeedee-F, Dusclops, Conkeldurr, Lapras, Tyranitar
Dragapult, Togekiss, Excadrill, Coalossal, Rotom-Wash, Chandelure
Conkeldurr, Ferrothorn, Torkoal, Rotom-Wash, Hatterene, Indeedee-F
Beartic, Ninetales-Alola, Hitmontop, Gardevoir, Clefairy, Aegislash
Hatterene, Indeedee-F, Dusclops, Rhyperior, Gastrodon, Incineroar
Dusclops, Gastrodon, Togekiss, Whimsicott, Steelix, Hatterene
Dragapult, Togekiss, Excadrill, Coalossal, Rotom-Wash, Chandelure
Umbreon, Togekiss, Dragapult, Rotom-Wash, Ferrothorn, Excadrill
Venusaur, Torkoal, Charizard, Tyranitar, Togekiss, Conkeldurr
Dusclops, Incineroar, Rhyperior, Clefable, Glaceon, Jellicent
Charizard, Rotom-Wash, Excadrill, Darmanitan-Galar, Whimsicott, Clefairy
Ferrothorn, Milotic, Arcanine, Mimikyu, Dracozolt, Togekiss
Grimmsnarl, Hitmontop, Togekiss, Dusclops, Rhyperior, Duraludon
Lapras, Gothitelle, Incineroar, Rotom-Mow, Tyranitar, Kommo-o
Venusaur, Ninetales, Mimikyu, Diggersby, Togekiss, Milotic
Dusclops, Rhyperior, Hatterene, Indeedee-F, Torkoal, Venusaur
Hatterene, Dusclops, Tyranitar, Milotic, Indeedee-F, Arcanine
Whimsicott, Excadrill, Incineroar, Togekiss, Venusaur, Duraludon
Clefable, Gastrodon, Weavile, Whimsicott, Gyarados, Noivern
Machamp, Togekiss, Mimikyu, Octillery, Vikavolt, Dusclops
Gengar, Bisharp, Araquanid, Clefairy, Alcremie, Hitmontop
Dragapult, Rotom-Wash, Togekiss, Incineroar, Excadrill, Venusaur
Lucario, Whimsicott, Dracovish, Mudsdale, Togekiss, Dragapult
Charizard, Conkeldurr, Dragapult, Dusclops, Togekiss, Corviknight
Charizard, Conkeldurr, Venusaur, Torkoal, Dusclops, Rhyperior
Dragapult, Mimikyu, Primarina, Togekiss, Excadrill, Rotom-Mow
Hydreigon, Incineroar, Rotom-Wash, Togekiss, Ferrothorn, Dusclops
Gothitelle, Lapras, Gengar, Incineroar, Persian-Alola, Clefairy
Mimikyu, Passimian, Pikachu, Togekiss, Excadrill, Charizard
Dusclops, Milotic, Sirfetch'd, Torkoal, Heliolisk, Togekiss
Arcanine, Togekiss, Dusclops, Tyranitar, Milotic, Sylveon
Togekiss, Excadrill, Primarina, Pikachu, Arcanine, Mimikyu
Tyranitar, Rotom-Wash, Whimsicott, Togekiss, Incineroar, Dragapult
Arcanine, Ninetales, Venusaur, Togekiss, Whimsicott, Snorlax
Durant, Togekiss, Hitmontop, Dracovish, Whimsicott, Rotom-Wash
Charizard, Diggersby, Corviknight, Torkoal, Venusaur, Dusclops
Weezing-Galar, Salazzle, Gyarados, Lucario, Hydreigon, Gengar
Gyarados, Togekiss, Butterfree, Sableye, Excadrill, Duraludon
Beartic, Ninetales-Alola, Goodra, Indeedee-F, Conkeldurr, Corviknight
Lucario, Whimsicott, Dracovish, Mudsdale, Togekiss, Dragapult
Dragapult, Togekiss, Arcanine, Milotic, Excadrill, Pikachu
Hawlucha, Sylveon, Chandelure, Milotic, Lapras, Excadrill
Haxorus, Whimsicott, Braviary, Rotom-Mow, Incineroar, Tyranitar
Clefairy, Charizard, Dragapult, Durant, Rillaboom, Gastrodon-East
Alcremie, Sandaconda, Swoobat, Incineroar, Mimikyu, Boltund
Toxtricity, Klinklang, Incineroar, Lapras, Rillaboom, Dragapult
Bisharp, Gourgeist-*, Incineroar, Togekiss, Rotom-Wash, Dragapult
Arcanine, Ninetales, Venusaur, Togekiss, Whimsicott, Snorlax
Gyarados, Togekiss, Butterfree, Sableye, Excadrill, Duraludon
Copperajah, Dusclops, Conkeldurr, Crawdaunt, Chandelure, Hatterene
